id,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,target
1035,2.4402905502602494,18.803668621011518,58.51696629772922,9.036166775394332,50.74364539543678,2.616748686993339,10.795446825363602,7.660446236611967,4.6687136741516015,26.952929199298236,2.952720782051412,4.902705703154921,32.45614242611727,7.968398536120632,3.091370161381434,7.347987029030197,6.0599469567733735,1.1270127475344227,42.60243008390178,14.998465052186173,0
4114,2.1694481892580395,24.29418400612593,67.50384396910187,11.834599070535344,45.908778336477816,2.0113044086258256,26.90788842318892,6.340541347772808,3.3952218635954496,28.756877115994087,2.859976458414904,4.696788212496432,54.56099733965455,7.04191456430898,2.9942708906104896,6.647017630077447,5.601877603924095,1.147551771453992,41.864156130669805,19.513713272609316,0
929,3.0235960568781963,10.29327939350676,65.19386756791219,9.252689713140684,32.051981606137176,2.9680725894707987,15.973128314944935,3.868861852625614,5.101278188321219,31.376333218657777,2.699769926512209,3.778641478341226,38.99628579604103,4.508824479422036,2.826541623626325,4.504205930729192,7.569435423334573,0.6690286740757829,59.06463947387384,14.957183567285226,0
2642,2.7675348091819147,18.94597181161415,65.55429302159786,11.736897890821822,48.73256774830832,3.3781233740523318,15.704829528451127,5.978060669593124,3.4546811551380596,41.086669001592455,2.74962790321107,4.933742366959057,63.19644580077024,5.938647506840908,2.87874075549501,8.45153423503167,5.495359721687129,1.107726257513197,43.29568178309149,18.738350668559455,0
7206,3.101378838084819,13.828258409542439,84.97253171891208,11.598182686786943,48.9873653315734,3.345561858399586,18.10295554815901,4.185258759753208,3.708815510866464,42.120012656424365,2.1418683524577187,3.3887215001467275,61.371441054560535,6.734749760390223,2.242442954526445,6.921817785998737,7.739376019160742,1.1267342529491704,42.612440554662854,17.255942667427693,0
6926,2.900209251367851,22.802707660057905,83.91889675205597,8.021834126543245,61.68223029742578,1.5186988658197142,14.628243051920553,7.709245703221562,4.887673416398448,37.539782547363615,3.6698360891916635,3.547462239325319,49.96692716208824,7.612478846763946,3.8421586803090784,7.577888921953552,3.3726746014108855,1.3146613634944195,35.85741210905534,14.573805242334897,0
6037,4.853511459964289,21.258507021850008,49.18236185535472,12.776303988964505,69.89612087081454,1.1797326246981772,15.44227137136236,10.771907632822625,7.308496365465863,25.35950986327578,1.2540172884841052,5.2399409680502425,40.86504498777526,9.569522129383945,1.3129015283263303,6.52029228283942,5.869854116360013,1.4125443917808396,32.33901266951429,17.615779136437002,0
5994,2.610110668478675,16.866240700771506,74.99077769269059,7.5711408571482455,52.857370856753306,2.419088087850944,11.385241519817786,6.762617955495462,5.4000201527885485,29.791767691325383,2.8451090379298587,4.228398114443367,33.576816513419345,6.729558920112757,2.9787053483677015,7.542072856012952,6.508921066757367,1.3553004145228933,34.39664391598648,14.502766756312642,0
4907,3.938985273195932,20.098103940029063,104.22769960131991,8.190001063208523,47.53854124378728,3.3876384551367,21.059271204281508,9.203434539811468,3.701494812999191,17.31146372634935,2.4623783426507444,4.476258456177046,53.680219906505855,7.775069512408504,2.578002966204557,9.529034456648926,6.4272989972145425,1.6406020949912525,24.14149253547633,10.938226935430514,0
7670,3.0076275084458244,23.91216343857511,56.88483084495042,13.445902179201802,52.31627808534546,2.613749062389976,17.33674925744639,9.471932075169752,5.7645123876925135,24.969012387005204,3.05545696650366,4.831856211258775,37.985650817986425,8.211727471268578,3.198930475597534,6.714579708006863,6.123456522564476,1.4736312672370042,30.14324868334733,16.027266215359624,0
